frame_number,landmark,x,y,z
156,RIGHT_WRIST,0.2452,0.1207,-0.2627
156,LEFT_PINKY,0.496,0.0928,-0.2846
156,RIGHT_PINKY,0.2385,0.0975,-0.3141
156,LEFT_INDEX,0.488,0.0896,-0.2974
156,RIGHT_INDEX,0.2432,0.0893,-0.3158
156,LEFT_THUMB,0.4856,0.0983,-0.255
156,RIGHT_THUMB,0.2475,0.1002,-0.2733
156,LEFT_HIP,0.3975,0.5592,-0.0054
156,RIGHT_HIP,0.3324,0.5587,0.0054
156,LEFT_KNEE,0.3947,0.7259,0.0545
156,RIGHT_KNEE,0.3311,0.7311,0.0457
156,LEFT_ANKLE,0.3907,0.8908,0.2416
156,RIGHT_ANKLE,0.3299,0.8915,0.2327
156,LEFT_HEEL,0.3851,0.9096,0.2509
156,RIGHT_HEEL,0.3357,0.9122,0.2413
156,LEFT_FOOT_INDEX,0.392,0.9542,0.085
156,RIGHT_FOOT_INDEX,0.3134,0.9572,0.0826
157,NOSE,0.3617,0.2642,-0.3418
157,LEFT_EYE_INNER,0.3692,0.2495,-0.3187
157,LEFT_EYE,0.3737,0.2494,-0.3187
157,LEFT_EYE_OUTER,0.378,0.2491,-0.3188
157,RIGHT_EYE_INNER,0.3561,0.2495,-0.3181
157,RIGHT_EYE,0.3516,0.2496,-0.3182
157,RIGHT_EYE_OUTER,0.3472,0.2495,-0.3181
157,LEFT_EAR,0.3836,0.2505,-0.1798
157,RIGHT_EAR,0.3445,0.2491,-0.1758
157,MOUTH_LEFT,0.3696,0.2772,-0.2879
157,MOUTH_RIGHT,0.3542,0.2769,-0.2869
157,LEFT_SHOULDER,0.4183,0.3118,-0.1092
157,RIGHT_SHOULDER,0.3147,0.3088,-0.1086
157,LEFT_ELBOW,0.4712,0.2359,-0.159
157,RIGHT_ELBOW,0.2671,0.2277,-0.1666
157,LEFT_WRIST,0.4931,0.1188,-0.2603
157,RIGHT_WRIST,0.2455,0.1164,-0.2782
157,LEFT_PINKY,0.496,0.0923,-0.3035
157,RIGHT_PINKY,0.2388,0.0886,-0.3287
157,LEFT_INDEX,0.4883,0.0893,-0.3164
157,RIGHT_INDEX,0.2443,0.0834,-0.33
157,LEFT_THUMB,0.4856,0.0982,-0.2742
157,RIGHT_THUMB,0.2487,0.0948,-0.2883
157,LEFT_HIP,0.3974,0.5587,-0.0056
157,RIGHT_HIP,0.3324,0.5584,0.0056
157,LEFT_KNEE,0.3947,0.7257,0.0535
157,RIGHT_KNEE,0.3311,0.7301,0.0473
157,LEFT_ANKLE,0.3908,0.8908,0.2395
157,RIGHT_ANKLE,0.3301,0.8916,0.2328
157,LEFT_HEEL,0.3855,0.9098,0.2487
157,RIGHT_HEEL,0.336,0.9129,0.2412
157,LEFT_FOOT_INDEX,0.392,0.9546,0.0828
157,RIGHT_FOOT_INDEX,0.3138,0.9573,0.0823
158,NOSE,0.3617,0.2645,-0.3349
158,LEFT_EYE_INNER,0.3691,0.2497,-0.3114
158,LEFT_EYE,0.3735,0.2496,-0.3113
158,LEFT_EYE_OUTER,0.3778,0.2492,-0.3114
158,RIGHT_EYE_INNER,0.3559,0.2499,-0.3105
158,RIGHT_EYE,0.3515,0.25,-0.3105
158,RIGHT_EYE_OUTER,0.3471,0.25,-0.3105
158,LEFT_EAR,0.3833,0.2505,-0.1727
158,RIGHT_EAR,0.3443,0.2495,-0.1678
158,MOUTH_LEFT,0.3696,0.2775,-0.2814
158,MOUTH_RIGHT,0.3541,0.2773,-0.2802
158,LEFT_SHOULDER,0.4179,0.3118,-0.1042
158,RIGHT_SHOULDER,0.3147,0.3088,-0.1018
158,LEFT_ELBOW,0.4708,0.236,-0.1551
158,RIGHT_ELBOW,0.2687,0.2306,-0.1596
158,LEFT_WRIST,0.4937,0.1193,-0.2587
158,RIGHT_WRIST,0.246,0.1192,-0.2745
158,LEFT_PINKY,0.4968,0.0932,-0.3023
158,RIGHT_PINKY,0.2391,0.0936,-0.3256
158,LEFT_INDEX,0.4889,0.0903,-0.316
158,RIGHT_INDEX,0.2452,0.0879,-0.3271
158,LEFT_THUMB,0.4862,0.0994,-0.2729
158,RIGHT_THUMB,0.2495,0.0981,-0.2848
158,LEFT_HIP,0.3974,0.5584,-0.0057
158,RIGHT_HIP,0.3322,0.5583,0.0057
158,LEFT_KNEE,0.3946,0.7251,0.0523
158,RIGHT_KNEE,0.331,0.7287,0.0468
158,LEFT_ANKLE,0.3911,0.8908,0.2374
158,RIGHT_ANKLE,0.3301,0.8918,0.2312
158,LEFT_HEEL,0.3859,0.9098,0.2466
158,RIGHT_HEEL,0.3362,0.9139,0.2395
158,LEFT_FOOT_INDEX,0.3921,0.9549,0.0805
158,RIGHT_FOOT_INDEX,0.3142,0.9574,0.0806
159,NOSE,0.3615,0.2645,-0.325
159,LEFT_EYE_INNER,0.3689,0.2497,-0.3004
159,LEFT_EYE,0.3733,0.2496,-0.3003
159,LEFT_EYE_OUTER,0.3775,0.2492,-0.3004
159,RIGHT_EYE_INNER,0.3556,0.2499,-0.2995
159,RIGHT_EYE,0.3511,0.2501,-0.2995
159,RIGHT_EYE_OUTER,0.3467,0.2501,-0.2994
159,LEFT_EAR,0.383,0.2505,-0.1605
159,RIGHT_EAR,0.344,0.2496,-0.1553
159,MOUTH_LEFT,0.3694,0.2775,-0.2717
159,MOUTH_RIGHT,0.3539,0.2774,-0.2703
159,LEFT_SHOULDER,0.4177,0.3118,-0.0909
159,RIGHT_SHOULDER,0.3147,0.3088,-0.088
159,LEFT_ELBOW,0.4706,0.237,-0.1418
159,RIGHT_ELBOW,0.2683,0.232,-0.1459
159,LEFT_WRIST,0.4944,0.1212,-0.2511
159,RIGHT_WRIST,0.245,0.1207,-0.2624
159,LEFT_PINKY,0.4977,0.0951,-0.2945
159,RIGHT_PINKY,0.238,0.0959,-0.3135
159,LEFT_INDEX,0.4898,0.092,-0.3062
159,RIGHT_INDEX,0.2437,0.0902,-0.3147
159,LEFT_THUMB,0.4873,0.1016,-0.2645
159,RIGHT_THUMB,0.2481,0.0997,-0.2728
159,LEFT_HIP,0.3973,0.5584,-0.0056
159,RIGHT_HIP,0.332,0.5583,0.0057
159,LEFT_KNEE,0.3945,0.7249,0.0543
159,RIGHT_KNEE,0.331,0.7284,0.0461
159,LEFT_ANKLE,0.3913,0.8905,0.24
159,RIGHT_ANKLE,0.3302,0.8919,0.2308
159,LEFT_HEEL,0.3863,0.9096,0.2495
159,RIGHT_HEEL,0.3364,0.9142,0.2392
159,LEFT_FOOT_INDEX,0.3922,0.9549,0.0847
159,RIGHT_FOOT_INDEX,0.3144,0.9574,0.0806
160,NOSE,0.3613,0.2645,-0.3195
160,LEFT_EYE_INNER,0.3688,0.2497,-0.2951
160,LEFT_EYE,0.3732,0.2496,-0.295
160,LEFT_EYE_OUTER,0.3775,0.2492,-0.2951
160,RIGHT_EYE_INNER,0.3554,0.2499,-0.2945
160,RIGHT_EYE,0.3509,0.2501,-0.2945
160,RIGHT_EYE_OUTER,0.3465,0.2501,-0.2945
160,LEFT_EAR,0.3829,0.2505,-0.1572
160,RIGHT_EAR,0.3437,0.2496,-0.1537
160,MOUTH_LEFT,0.3692,0.2776,-0.2669
160,MOUTH_RIGHT,0.3536,0.2775,-0.2659
160,LEFT_SHOULDER,0.4175,0.3118,-0.0929
160,RIGHT_SHOULDER,0.3145,0.309,-0.0901
160,LEFT_ELBOW,0.4704,0.2377,-0.1428
160,RIGHT_ELBOW,0.2674,0.2328,-0.1509
160,LEFT_WRIST,0.4949,0.1223,-0.2452
160,RIGHT_WRIST,0.2436,0.1195,-0.2654
160,LEFT_PINKY,0.4985,0.0959,-0.2879
160,RIGHT_PINKY,0.2364,0.096,-0.3163
160,LEFT_INDEX,0.4907,0.0925,-0.3013
160,RIGHT_INDEX,0.2422,0.0906,-0.3172
160,LEFT_THUMB,0.4883,0.1023,-0.2593
160,RIGHT_THUMB,0.2466,0.0992,-0.2759
160,LEFT_HIP,0.3971,0.5584,-0.0054
160,RIGHT_HIP,0.3316,0.5583,0.0054
160,LEFT_KNEE,0.3945,0.7249,0.0588
160,RIGHT_KNEE,0.331,0.7284,0.0472
160,LEFT_ANKLE,0.3914,0.8902,0.2442
160,RIGHT_ANKLE,0.3303,0.8919,0.2318
160,LEFT_HEEL,0.3865,0.9093,0.2537
160,RIGHT_HEEL,0.3366,0.9142,0.2403
160,LEFT_FOOT_INDEX,0.3924,0.9549,0.0908
160,RIGHT_FOOT_INDEX,0.3144,0.9575,0.0833
161,NOSE,0.3612,0.2645,-0.3184
161,LEFT_EYE_INNER,0.3687,0.2497,-0.2933
161,LEFT_EYE,0.3731,0.2496,-0.2933
161,LEFT_EYE_OUTER,0.3774,0.2492,-0.2934
161,RIGHT_EYE_INNER,0.3552,0.2499,-0.2924
161,RIGHT_EYE,0.3507,0.2501,-0.2924
161,RIGHT_EYE_OUTER,0.3464,0.2501,-0.2923
161,LEFT_EAR,0.3829,0.2505,-0.1537
161,RIGHT_EAR,0.3435,0.2496,-0.1497
161,MOUTH_LEFT,0.3691,0.2776,-0.2651
161,MOUTH_RIGHT,0.3534,0.2775,-0.2636
161,LEFT_SHOULDER,0.4174,0.3118,-0.0884
161,RIGHT_SHOULDER,0.3145,0.309,-0.086
161,LEFT_ELBOW,0.4703,0.2382,-0.1383
161,RIGHT_ELBOW,0.2669,0.233,-0.148
161,LEFT_WRIST,0.495,0.123,-0.2447
161,RIGHT_WRIST,0.2429,0.1191,-0.2618
161,LEFT_PINKY,0.4988,0.0964,-0.2859
161,RIGHT_PINKY,0.2356,0.0963,-0.3125
161,LEFT_INDEX,0.4912,0.0928,-0.3003
161,RIGHT_INDEX,0.2413,0.0911,-0.3131
161,LEFT_THUMB,0.4888,0.1028,-0.2585
161,RIGHT_THUMB,0.2457,0.0993,-0.2721
161,LEFT_HIP,0.397,0.5584,-0.005
161,RIGHT_HIP,0.3313,0.5583,0.005
161,LEFT_KNEE,0.3945,0.725,0.0593
161,RIGHT_KNEE,0.331,0.7284,0.0466
161,LEFT_ANKLE,0.3915,0.8899,0.2439
161,RIGHT_ANKLE,0.3303,0.8919,0.2312
161,LEFT_HEEL,0.3866,0.909,0.2533
161,RIGHT_HEEL,0.3367,0.9142,0.2397
161,LEFT_FOOT_INDEX,0.3925,0.9549,0.091
161,RIGHT_FOOT_INDEX,0.3145,0.9576,0.0825
162,NOSE,0.3608,0.2642,-0.3029
162,LEFT_EYE_INNER,0.3685,0.2495,-0.2767
162,LEFT_EYE,0.373,0.2494,-0.2767
162,LEFT_EYE_OUTER,0.3773,0.2491,-0.2768
162,RIGHT_EYE_INNER,0.3549,0.2495,-0.2761
162,RIGHT_EYE,0.3504,0.2497,-0.2761
162,RIGHT_EYE_OUTER,0.3459,0.2497,-0.2761
162,LEFT_EAR,0.3828,0.2505,-0.1365
162,RIGHT_EAR,0.3431,0.2493,-0.1327
162,MOUTH_LEFT,0.3687,0.2774,-0.25
162,MOUTH_RIGHT,0.3527,0.2773,-0.2489
162,LEFT_SHOULDER,0.4173,0.3119,-0.0714
162,RIGHT_SHOULDER,0.313,0.3089,-0.0678
162,LEFT_ELBOW,0.4712,0.2392,-0.114
162,RIGHT_ELBOW,0.2625,0.2331,-0.1251
162,LEFT_WRIST,0.4968,0.1241,-0.218
162,RIGHT_WRIST,0.2393,0.1202,-0.2462
162,LEFT_PINKY,0.5018,0.0982,-0.2611
162,RIGHT_PINKY,0.2299,0.0972,-0.3004
162,LEFT_INDEX,0.4943,0.0942,-0.2761
162,RIGHT_INDEX,0.236,0.0918,-0.2999
162,LEFT_THUMB,0.4919,0.1041,-0.2327
162,RIGHT_THUMB,0.2418,0.1001,-0.2568
162,LEFT_HIP,0.3969,0.5585,-0.005
162,RIGHT_HIP,0.331,0.5583,0.005
162,LEFT_KNEE,0.3944,0.7252,0.058
162,RIGHT_KNEE,0.331,0.7287,0.0463
162,LEFT_ANKLE,0.3915,0.8897,0.2443
162,RIGHT_ANKLE,0.3303,0.8919,0.231
162,LEFT_HEEL,0.3867,0.9089,0.2537
162,RIGHT_HEEL,0.3367,0.9142,0.2395
162,LEFT_FOOT_INDEX,0.3925,0.9549,0.0897
162,RIGHT_FOOT_INDEX,0.3144,0.9576,0.0819
163,NOSE,0.3601,0.2634,-0.2682
163,LEFT_EYE_INNER,0.3681,0.2489,-0.2417
163,LEFT_EYE,0.3727,0.249,-0.2417
163,LEFT_EYE_OUTER,0.3771,0.2487,-0.2418
163,RIGHT_EYE_INNER,0.3544,0.2488,-0.2408
163,RIGHT_EYE,0.3498,0.2489,-0.2408
163,RIGHT_EYE_OUTER,0.3453,0.2488,-0.2407
163,LEFT_EAR,0.3827,0.2504,-0.1043
163,RIGHT_EAR,0.3427,0.2487,-0.0987
163,MOUTH_LEFT,0.3681,0.277,-0.217
163,MOUTH_RIGHT,0.3519,0.2769,-0.2156
163,LEFT_SHOULDER,0.4171,0.3119,-0.0391
163,RIGHT_SHOULDER,0.3118,0.3089,-0.0334
163,LEFT_ELBOW,0.4727,0.2457,-0.0775
163,RIGHT_ELBOW,0.2597,0.2349,-0.0852
163,LEFT_WRIST,0.5002,0.1295,-0.1773
163,RIGHT_WRIST,0.2322,0.1305,-0.2106
163,LEFT_PINKY,0.5057,0.104,-0.218
163,RIGHT_PINKY,0.2217,0.1048,-0.2642
163,LEFT_INDEX,0.4983,0.0997,-0.2314
163,RIGHT_INDEX,0.2281,0.0979,-0.264
163,LEFT_THUMB,0.4957,0.1099,-0.1911
163,RIGHT_THUMB,0.2338,0.1086,-0.2218
163,LEFT_HIP,0.3967,0.5587,-0.0051
163,RIGHT_HIP,0.3307,0.5585,0.0051
163,LEFT_KNEE,0.3944,0.7258,0.0532
163,RIGHT_KNEE,0.3309,0.7295,0.0365
163,LEFT_ANKLE,0.3915,0.8896,0.2364
163,RIGHT_ANKLE,0.3303,0.8918,0.2181
163,LEFT_HEEL,0.3867,0.9087,0.2452
163,RIGHT_HEEL,0.3368,0.9141,0.2262
163,LEFT_FOOT_INDEX,0.3925,0.9551,0.0824
163,RIGHT_FOOT_INDEX,0.3144,0.9577,0.0701
164,NOSE,0.3597,0.2631,-0.2652
164,LEFT_EYE_INNER,0.3678,0.2486,-0.239
164,LEFT_EYE,0.3725,0.2488,-0.239
164,LEFT_EYE_OUTER,0.3769,0.2486,-0.2391
164,RIGHT_EYE_INNER,0.354,0.2484,-0.2381
164,RIGHT_EYE,0.3494,0.2486,-0.2381
164,RIGHT_EYE_OUTER,0.3449,0.2484,-0.238
164,LEFT_EAR,0.3827,0.2503,-0.1018
164,RIGHT_EAR,0.3424,0.2483,-0.096
164,MOUTH_LEFT,0.3677,0.2769,-0.214
164,MOUTH_RIGHT,0.3513,0.2767,-0.2125
164,LEFT_SHOULDER,0.4171,0.312,-0.0352
164,RIGHT_SHOULDER,0.3109,0.3087,-0.0297
164,LEFT_ELBOW,0.4737,0.2487,-0.0735
164,RIGHT_ELBOW,0.2582,0.2361,-0.0793
164,LEFT_WRIST,0.5022,0.1322,-0.1754
164,RIGHT_WRIST,0.229,0.135,-0.206
164,LEFT_PINKY,0.5078,0.1067,-0.2165
164,RIGHT_PINKY,0.2182,0.1081,-0.2596
164,LEFT_INDEX,0.5002,0.1026,-0.23
164,RIGHT_INDEX,0.2248,0.1005,-0.26
164,LEFT_THUMB,0.4976,0.1128,-0.1893
164,RIGHT_THUMB,0.2305,0.1119,-0.2173
164,LEFT_HIP,0.3966,0.5589,-0.0051
164,RIGHT_HIP,0.3304,0.5586,0.0051
164,LEFT_KNEE,0.3944,0.726,0.0511
164,RIGHT_KNEE,0.3309,0.7301,0.0322
164,LEFT_ANKLE,0.3915,0.8894,0.2335
164,RIGHT_ANKLE,0.3303,0.8918,0.2126
164,LEFT_HEEL,0.3868,0.9083,0.2422
164,RIGHT_HEEL,0.3368,0.914,0.2206
164,LEFT_FOOT_INDEX,0.3924,0.9552,0.0798
164,RIGHT_FOOT_INDEX,0.3145,0.9577,0.0643
165,NOSE,0.3581,0.2622,-0.2593
165,LEFT_EYE_INNER,0.3661,0.2481,-0.2327
165,LEFT_EYE,0.3709,0.2483,-0.2326
165,LEFT_EYE_OUTER,0.3756,0.2482,-0.2327
165,RIGHT_EYE_INNER,0.3525,0.2477,-0.2297
165,RIGHT_EYE,0.3482,0.2479,-0.2297
165,RIGHT_EYE_OUTER,0.3438,0.2476,-0.2296
165,LEFT_EAR,0.382,0.2502,-0.0969
165,RIGHT_EAR,0.3419,0.248,-0.0818
165,MOUTH_LEFT,0.3662,0.2765,-0.2096
165,MOUTH_RIGHT,0.3501,0.2759,-0.2055
165,LEFT_SHOULDER,0.4173,0.3123,-0.0295
165,RIGHT_SHOULDER,0.3097,0.3092,-0.0088
165,LEFT_ELBOW,0.4797,0.2505,-0.0697
165,RIGHT_ELBOW,0.245,0.2431,-0.0441
165,LEFT_WRIST,0.5137,0.1372,-0.1752
165,RIGHT_WRIST,0.2135,0.1444,-0.1709
165,LEFT_PINKY,0.5217,0.1127,-0.216
165,RIGHT_PINKY,0.2047,0.1151,-0.2237
165,LEFT_INDEX,0.5129,0.1093,-0.2294
165,RIGHT_INDEX,0.2117,0.1087,-0.2224
165,LEFT_THUMB,0.5093,0.1189,-0.1893
165,RIGHT_THUMB,0.2161,0.1225,-0.1821
165,LEFT_HIP,0.3965,0.5593,-0.0062
165,RIGHT_HIP,0.3303,0.5588,0.0062
165,LEFT_KNEE,0.3944,0.7262,0.048
165,RIGHT_KNEE,0.3309,0.7302,0.0298
165,LEFT_ANKLE,0.3914,0.889,0.2306
165,RIGHT_ANKLE,0.3303,0.8918,0.2107
165,LEFT_HEEL,0.3868,0.9075,0.2393
165,RIGHT_HEEL,0.3368,0.9138,0.2186
165,LEFT_FOOT_INDEX,0.3924,0.9551,0.0737
165,RIGHT_FOOT_INDEX,0.3146,0.9577,0.0602
166,NOSE,0.3579,0.2602,-0.246
166,LEFT_EYE_INNER,0.366,0.2468,-0.2185
166,LEFT_EYE,0.3708,0.2471,-0.2185
166,LEFT_EYE_OUTER,0.3755,0.2472,-0.2186
166,RIGHT_EYE_INNER,0.3523,0.2461,-0.2163
166,RIGHT_EYE,0.348,0.2461,-0.2163
166,RIGHT_EYE_OUTER,0.3436,0.2459,-0.2162
166,LEFT_EAR,0.382,0.2496,-0.0825
166,RIGHT_EAR,0.3417,0.247,-0.0715
166,MOUTH_LEFT,0.3661,0.2748,-0.1969
166,MOUTH_RIGHT,0.3499,0.2741,-0.1939
166,LEFT_SHOULDER,0.4179,0.3128,-0.0185
166,RIGHT_SHOULDER,0.3097,0.31,-0.0063
166,LEFT_ELBOW,0.4846,0.2551,-0.0515
166,RIGHT_ELBOW,0.2403,0.2503,-0.0523
166,LEFT_WRIST,0.5211,0.1447,-0.1371
166,RIGHT_WRIST,0.2081,0.1572,-0.1703
166,LEFT_PINKY,0.53,0.122,-0.1704
166,RIGHT_PINKY,0.1989,0.1297,-0.2184
166,LEFT_INDEX,0.5239,0.1192,-0.1845
166,RIGHT_INDEX,0.2028,0.1261,-0.2179
166,LEFT_THUMB,0.5198,0.1285,-0.1508
166,RIGHT_THUMB,0.2075,0.1408,-0.1814
166,LEFT_HIP,0.3966,0.5601,-0.006
166,RIGHT_HIP,0.3302,0.5596,0.0061
166,LEFT_KNEE,0.3944,0.7268,0.0487
166,RIGHT_KNEE,0.3308,0.7311,0.0281
166,LEFT_ANKLE,0.3914,0.8889,0.2318
166,RIGHT_ANKLE,0.3303,0.8918,0.2111
166,LEFT_HEEL,0.3868,0.9073,0.2404
166,RIGHT_HEEL,0.3368,0.9137,0.2191
166,LEFT_FOOT_INDEX,0.3924,0.9552,0.074
166,RIGHT_FOOT_INDEX,0.3147,0.9577,0.0595
167,NOSE,0.3579,0.2589,-0.245
167,LEFT_EYE_INNER,0.366,0.2457,-0.2168
167,LEFT_EYE,0.3709,0.246,-0.2168
167,LEFT_EYE_OUTER,0.3755,0.2461,-0.2169
167,RIGHT_EYE_INNER,0.3524,0.2445,-0.2155
167,RIGHT_EYE,0.348,0.2443,-0.2155
167,RIGHT_EYE_OUTER,0.3436,0.244,-0.2155
167,LEFT_EAR,0.382,0.249,-0.0778
167,RIGHT_EAR,0.3416,0.2456,-0.0711
167,MOUTH_LEFT,0.3662,0.2736,-0.1946
167,MOUTH_RIGHT,0.3499,0.2729,-0.1929
167,LEFT_SHOULDER,0.418,0.3133,-0.012
167,RIGHT_SHOULDER,0.3093,0.3098,-0.0032
167,LEFT_ELBOW,0.4873,0.2584,-0.0417
167,RIGHT_ELBOW,0.2376,0.2513,-0.0492
167,LEFT_WRIST,0.5231,0.149,-0.1312
167,RIGHT_WRIST,0.2052,0.1589,-0.1719
167,LEFT_PINKY,0.5325,0.1265,-0.1657
167,RIGHT_PINKY,0.1973,0.134,-0.2201
167,LEFT_INDEX,0.5263,0.1231,-0.1793
167,RIGHT_INDEX,0.2012,0.1292,-0.2216
167,LEFT_THUMB,0.5217,0.1321,-0.1448
167,RIGHT_THUMB,0.2046,0.1405,-0.1836
167,LEFT_HIP,0.3966,0.5602,-0.0066
167,RIGHT_HIP,0.3302,0.5597,0.0066
167,LEFT_KNEE,0.3944,0.7268,0.0353
167,RIGHT_KNEE,0.3308,0.7314,0.0259
167,LEFT_ANKLE,0.3914,0.8892,0.2121
167,RIGHT_ANKLE,0.3306,0.8919,0.2032
167,LEFT_HEEL,0.3868,0.9076,0.2198
167,RIGHT_HEEL,0.337,0.9136,0.2106
167,LEFT_FOOT_INDEX,0.3924,0.9551,0.051
167,RIGHT_FOOT_INDEX,0.3148,0.9576,0.0519
168,NOSE,0.3583,0.2574,-0.2512
168,LEFT_EYE_INNER,0.3661,0.244,-0.223
168,LEFT_EYE,0.371,0.2443,-0.223
168,LEFT_EYE_OUTER,0.3756,0.2446,-0.2231
168,RIGHT_EYE_INNER,0.3526,0.243,-0.2215
168,RIGHT_EYE,0.3483,0.2429,-0.2215
168,RIGHT_EYE_OUTER,0.3439,0.2428,-0.2214
168,LEFT_EAR,0.3822,0.2483,-0.0815
168,RIGHT_EAR,0.3417,0.2453,-0.0729
168,MOUTH_LEFT,0.3667,0.272,-0.2
168,MOUTH_RIGHT,0.3509,0.2718,-0.1978
168,LEFT_SHOULDER,0.4206,0.3138,-0.0094
168,RIGHT_SHOULDER,0.3093,0.3116,0.003
168,LEFT_ELBOW,0.4945,0.2679,-0.0467
168,RIGHT_ELBOW,0.2265,0.2612,-0.037
168,LEFT_WRIST,0.5344,0.1676,-0.1498
168,RIGHT_WRIST,0.1879,0.1699,-0.1659
168,LEFT_PINKY,0.5428,0.1433,-0.1865
168,RIGHT_PINKY,0.1735,0.1441,-0.2142
168,LEFT_INDEX,0.536,0.1395,-0.1985
168,RIGHT_INDEX,0.1774,0.1394,-0.2166
168,LEFT_THUMB,0.5317,0.1477,-0.1633
168,RIGHT_THUMB,0.1825,0.1503,-0.178
168,LEFT_HIP,0.3967,0.5604,-0.0086
168,RIGHT_HIP,0.3302,0.56,0.0087
168,LEFT_KNEE,0.3944,0.7268,0.0195
168,RIGHT_KNEE,0.3309,0.7319,0.0224
168,LEFT_ANKLE,0.3914,0.8892,0.2071
168,RIGHT_ANKLE,0.331,0.8919,0.2023
168,LEFT_HEEL,0.3868,0.9076,0.2157
168,RIGHT_HEEL,0.3372,0.9134,0.21
168,LEFT_FOOT_INDEX,0.3923,0.955,0.0414
168,RIGHT_FOOT_INDEX,0.3149,0.9575,0.0484
169,NOSE,0.3584,0.2555,-0.2534
169,LEFT_EYE_INNER,0.3661,0.2416,-0.2255
169,LEFT_EYE,0.371,0.2421,-0.2254
169,LEFT_EYE_OUTER,0.3757,0.2425,-0.2255
169,RIGHT_EYE_INNER,0.3526,0.2408,-0.2236
169,RIGHT_EYE,0.3483,0.2409,-0.2236
169,RIGHT_EYE_OUTER,0.344,0.2411,-0.2235
169,LEFT_EAR,0.3828,0.247,-0.0858
169,RIGHT_EAR,0.3417,0.2447,-0.0754
169,MOUTH_LEFT,0.3669,0.2708,-0.203
169,MOUTH_RIGHT,0.3512,0.2709,-0.2003
169,LEFT_SHOULDER,0.4232,0.3144,-0.0122
169,RIGHT_SHOULDER,0.3092,0.3139,0.0014
169,LEFT_ELBOW,0.5012,0.2762,-0.0545
169,RIGHT_ELBOW,0.2233,0.2708,-0.0323
169,LEFT_WRIST,0.5456,0.1854,-0.1535
169,RIGHT_WRIST,0.1829,0.1867,-0.1542
169,LEFT_PINKY,0.553,0.1606,-0.1946
169,RIGHT_PINKY,0.1666,0.1585,-0.2005
169,LEFT_INDEX,0.5462,0.1564,-0.2085
169,RIGHT_INDEX,0.1716,0.1528,-0.2032
169,LEFT_THUMB,0.5425,0.1649,-0.168
169,RIGHT_THUMB,0.1784,0.1633,-0.1663
169,LEFT_HIP,0.3967,0.5605,-0.0091
169,RIGHT_HIP,0.3303,0.56,0.0092
169,LEFT_KNEE,0.3941,0.7267,0.0253
169,RIGHT_KNEE,0.3309,0.7317,0.0218
169,LEFT_ANKLE,0.3912,0.8891,0.2118
169,RIGHT_ANKLE,0.331,0.8916,0.202
169,LEFT_HEEL,0.3867,0.9074,0.2204
169,RIGHT_HEEL,0.3371,0.9126,0.2099
169,LEFT_FOOT_INDEX,0.3922,0.9538,0.0496
169,RIGHT_FOOT_INDEX,0.3149,0.9568,0.0479
170,NOSE,0.3583,0.2556,-0.2537
170,LEFT_EYE_INNER,0.366,0.2415,-0.2264
170,LEFT_EYE,0.3709,0.2418,-0.2263
170,LEFT_EYE_OUTER,0.3756,0.2422,-0.2264
170,RIGHT_EYE_INNER,0.3526,0.2408,-0.2235
170,RIGHT_EYE,0.3483,0.2409,-0.2235
170,RIGHT_EYE_OUTER,0.344,0.241,-0.2235
170,LEFT_EAR,0.3828,0.2464,-0.0893
170,RIGHT_EAR,0.3419,0.2445,-0.0748
170,MOUTH_LEFT,0.3668,0.2708,-0.2044
170,MOUTH_RIGHT,0.3513,0.2709,-0.2004
170,LEFT_SHOULDER,0.4246,0.3149,-0.0171
170,RIGHT_SHOULDER,0.3089,0.315,0.0023
170,LEFT_ELBOW,0.5021,0.2769,-0.0551
170,RIGHT_ELBOW,0.2209,0.2729,-0.0316
170,LEFT_WRIST,0.5473,0.1863,-0.1795
170,RIGHT_WRIST,0.179,0.1838,-0.1545
170,LEFT_PINKY,0.5548,0.164,-0.2179
170,RIGHT_PINKY,0.1653,0.1573,-0.2012
170,LEFT_INDEX,0.5478,0.1598,-0.2272
170,RIGHT_INDEX,0.1713,0.1513,-0.2023
170,LEFT_THUMB,0.5441,0.1681,-0.1928
170,RIGHT_THUMB,0.1768,0.1614,-0.1658
170,LEFT_HIP,0.3967,0.5605,-0.0129
170,RIGHT_HIP,0.3303,0.56,0.013
170,LEFT_KNEE,0.3939,0.7267,0.0212
170,RIGHT_KNEE,0.3309,0.7317,0.0222
170,LEFT_ANKLE,0.3912,0.889,0.2081
170,RIGHT_ANKLE,0.331,0.8914,0.2022
170,LEFT_HEEL,0.3866,0.9072,0.2166
170,RIGHT_HEEL,0.337,0.9119,0.21
170,LEFT_FOOT_INDEX,0.3922,0.9536,0.0463
170,RIGHT_FOOT_INDEX,0.3147,0.9562,0.0501
171,NOSE,0.3582,0.2557,-0.2555
171,LEFT_EYE_INNER,0.3659,0.2416,-0.2288
171,LEFT_EYE,0.3707,0.2419,-0.2288
171,LEFT_EYE_OUTER,0.3754,0.2422,-0.2288
171,RIGHT_EYE_INNER,0.3526,0.2409,-0.225
171,RIGHT_EYE,0.3484,0.241,-0.2251
171,RIGHT_EYE_OUTER,0.3444,0.2411,-0.225
171,LEFT_EAR,0.3828,0.2462,-0.1047
171,RIGHT_EAR,0.3428,0.2446,-0.077
171,MOUTH_LEFT,0.3668,0.2709,-0.2064
