frame_number,landmark,x,y,z
4112,RIGHT_EYE_OUTER,0.3481,0.2508,-0.1165
4112,LEFT_EAR,0.3801,0.257,0.0052
4112,RIGHT_EAR,0.3447,0.2505,0.0207
4112,MOUTH_LEFT,0.3679,0.2816,-0.0945
4112,MOUTH_RIGHT,0.3536,0.2791,-0.0902
4112,LEFT_SHOULDER,0.4128,0.3384,0.0514
4112,RIGHT_SHOULDER,0.3153,0.2972,0.0693
4112,LEFT_ELBOW,0.4321,0.4329,-0.0838
4112,RIGHT_ELBOW,0.2703,0.2213,0.0189
4112,LEFT_WRIST,0.4446,0.3974,-0.2981
4112,RIGHT_WRIST,0.2631,0.1188,-0.0182
4112,LEFT_PINKY,0.4497,0.3851,-0.3478
4112,RIGHT_PINKY,0.2568,0.1014,-0.054
4112,LEFT_INDEX,0.4432,0.372,-0.3608
4112,RIGHT_INDEX,0.2623,0.0991,-0.057
4112,LEFT_THUMB,0.4394,0.3775,-0.3126
4112,RIGHT_THUMB,0.2652,0.1066,-0.0289
4112,LEFT_HIP,0.3951,0.5584,-0.0048
4112,RIGHT_HIP,0.3309,0.559,0.005
4112,LEFT_KNEE,0.393,0.7238,-0.0143
4112,RIGHT_KNEE,0.3293,0.7264,-0.0253
4112,LEFT_ANKLE,0.3908,0.8872,0.1239
4112,RIGHT_ANKLE,0.3318,0.8902,0.11
4112,LEFT_HEEL,0.3866,0.9057,0.1297
4112,RIGHT_HEEL,0.3377,0.9106,0.1134
4112,LEFT_FOOT_INDEX,0.3926,0.9515,-0.0359
4112,RIGHT_FOOT_INDEX,0.3151,0.9542,-0.0486
4113,NOSE,0.3617,0.2675,-0.1413
4113,LEFT_EYE_INNER,0.3682,0.2538,-0.1196
4113,LEFT_EYE,0.372,0.254,-0.1196
4113,LEFT_EYE_OUTER,0.3756,0.2542,-0.1197
4113,RIGHT_EYE_INNER,0.3565,0.2522,-0.1165
4113,RIGHT_EYE,0.352,0.2515,-0.1165
4113,RIGHT_EYE_OUTER,0.3481,0.2508,-0.1165
4113,LEFT_EAR,0.3801,0.257,0.0053
4113,RIGHT_EAR,0.3447,0.2505,0.0208
4113,MOUTH_LEFT,0.3679,0.2816,-0.0945
4113,MOUTH_RIGHT,0.3536,0.2791,-0.0901
4113,LEFT_SHOULDER,0.4128,0.3384,0.0515
4113,RIGHT_SHOULDER,0.3153,0.2972,0.0696
4113,LEFT_ELBOW,0.4321,0.4329,-0.0832
4113,RIGHT_ELBOW,0.2704,0.2213,0.0199
4113,LEFT_WRIST,0.4446,0.3974,-0.2971
4113,RIGHT_WRIST,0.2631,0.1189,-0.0171
4113,LEFT_PINKY,0.4498,0.3851,-0.3468
4113,RIGHT_PINKY,0.2568,0.1014,-0.0529
4113,LEFT_INDEX,0.4432,0.372,-0.3598
4113,RIGHT_INDEX,0.2623,0.0992,-0.0559
4113,LEFT_THUMB,0.4394,0.3775,-0.3116
4113,RIGHT_THUMB,0.2652,0.1067,-0.0276
4113,LEFT_HIP,0.3951,0.5585,-0.0048
4113,RIGHT_HIP,0.3309,0.559,0.005
4113,LEFT_KNEE,0.393,0.7238,-0.0142
4113,RIGHT_KNEE,0.3293,0.7264,-0.0253
4113,LEFT_ANKLE,0.3908,0.8872,0.1242
4113,RIGHT_ANKLE,0.3317,0.8902,0.1101
4113,LEFT_HEEL,0.3866,0.9057,0.13
4113,RIGHT_HEEL,0.3377,0.9106,0.1136
4113,LEFT_FOOT_INDEX,0.3926,0.9516,-0.0357
4113,RIGHT_FOOT_INDEX,0.3151,0.9542,-0.0483
4114,NOSE,0.3617,0.2675,-0.1412
4114,LEFT_EYE_INNER,0.3682,0.2539,-0.1195
4114,LEFT_EYE,0.372,0.2541,-0.1195
4114,LEFT_EYE_OUTER,0.3755,0.2543,-0.1196
4114,RIGHT_EYE_INNER,0.3565,0.2523,-0.1164
4114,RIGHT_EYE,0.352,0.2515,-0.1164
4114,RIGHT_EYE_OUTER,0.3481,0.2508,-0.1163
4114,LEFT_EAR,0.3801,0.2571,0.0053
4114,RIGHT_EAR,0.3447,0.2506,0.021
4114,MOUTH_LEFT,0.3679,0.2816,-0.0944
4114,MOUTH_RIGHT,0.3536,0.2791,-0.09
4114,LEFT_SHOULDER,0.4128,0.3384,0.0517
4114,RIGHT_SHOULDER,0.3153,0.2973,0.07
4114,LEFT_ELBOW,0.432,0.433,-0.0817
4114,RIGHT_ELBOW,0.2704,0.2214,0.0215
4114,LEFT_WRIST,0.4446,0.3974,-0.2941
4114,RIGHT_WRIST,0.2631,0.1189,-0.0147
4114,LEFT_PINKY,0.4498,0.3851,-0.3436
4114,RIGHT_PINKY,0.2568,0.1015,-0.0505
4114,LEFT_INDEX,0.4432,0.372,-0.3565
4114,RIGHT_INDEX,0.2622,0.0993,-0.0535
4114,LEFT_THUMB,0.4394,0.3774,-0.3085
4114,RIGHT_THUMB,0.2651,0.1067,-0.0252
4114,LEFT_HIP,0.3951,0.5585,-0.0048
4114,RIGHT_HIP,0.3309,0.559,0.005
4114,LEFT_KNEE,0.393,0.7238,-0.0142
4114,RIGHT_KNEE,0.3293,0.7264,-0.0253
4114,LEFT_ANKLE,0.3908,0.8872,0.1243
4114,RIGHT_ANKLE,0.3317,0.8903,0.1103
4114,LEFT_HEEL,0.3866,0.9057,0.1302
4114,RIGHT_HEEL,0.3377,0.9107,0.1139
4114,LEFT_FOOT_INDEX,0.3926,0.9516,-0.0354
4114,RIGHT_FOOT_INDEX,0.3151,0.9542,-0.0479
4115,NOSE,0.3617,0.2675,-0.1411
4115,LEFT_EYE_INNER,0.3682,0.2539,-0.1195
4115,LEFT_EYE,0.372,0.2541,-0.1195
4115,LEFT_EYE_OUTER,0.3755,0.2543,-0.1196
4115,RIGHT_EYE_INNER,0.3564,0.2523,-0.1164
4115,RIGHT_EYE,0.352,0.2515,-0.1164
4115,RIGHT_EYE_OUTER,0.348,0.2508,-0.1163
4115,LEFT_EAR,0.3801,0.2571,0.0054
4115,RIGHT_EAR,0.3447,0.2506,0.0211
4115,MOUTH_LEFT,0.3679,0.2817,-0.0944
4115,MOUTH_RIGHT,0.3536,0.2792,-0.09
4115,LEFT_SHOULDER,0.4128,0.3383,0.0517
4115,RIGHT_SHOULDER,0.3153,0.2973,0.0703
4115,LEFT_ELBOW,0.432,0.433,-0.0814
4115,RIGHT_ELBOW,0.2705,0.2214,0.0221
4115,LEFT_WRIST,0.4446,0.3974,-0.2938
4115,RIGHT_WRIST,0.2631,0.119,-0.0139
4115,LEFT_PINKY,0.4498,0.3851,-0.3433
4115,RIGHT_PINKY,0.2568,0.1015,-0.0498
4115,LEFT_INDEX,0.4433,0.372,-0.3561
4115,RIGHT_INDEX,0.2622,0.0993,-0.0528
4115,LEFT_THUMB,0.4394,0.3774,-0.3082
4115,RIGHT_THUMB,0.2651,0.1068,-0.0245
4115,LEFT_HIP,0.3951,0.5585,-0.0048
4115,RIGHT_HIP,0.3309,0.5591,0.005
4115,LEFT_KNEE,0.393,0.7238,-0.0142
4115,RIGHT_KNEE,0.3293,0.7264,-0.0252
4115,LEFT_ANKLE,0.3908,0.8872,0.1244
4115,RIGHT_ANKLE,0.3317,0.8903,0.1104
4115,LEFT_HEEL,0.3866,0.9057,0.1302
4115,RIGHT_HEEL,0.3377,0.9107,0.1139
4115,LEFT_FOOT_INDEX,0.3926,0.9516,-0.0354
4115,RIGHT_FOOT_INDEX,0.3151,0.9542,-0.0478
4116,NOSE,0.3617,0.2676,-0.141
4116,LEFT_EYE_INNER,0.3682,0.254,-0.1193
4116,LEFT_EYE,0.3719,0.2542,-0.1194
4116,LEFT_EYE_OUTER,0.3755,0.2543,-0.1194
4116,RIGHT_EYE_INNER,0.3564,0.2523,-0.1162
4116,RIGHT_EYE,0.352,0.2516,-0.1162
4116,RIGHT_EYE_OUTER,0.348,0.2509,-0.1161
4116,LEFT_EAR,0.3801,0.2571,0.0055
4116,RIGHT_EAR,0.3447,0.2506,0.0213
4116,MOUTH_LEFT,0.3678,0.2817,-0.0942
4116,MOUTH_RIGHT,0.3536,0.2792,-0.0898
4116,LEFT_SHOULDER,0.4128,0.3383,0.0518
4116,RIGHT_SHOULDER,0.3153,0.2973,0.0708
4116,LEFT_ELBOW,0.432,0.433,-0.0803
4116,RIGHT_ELBOW,0.2705,0.2214,0.0234
4116,LEFT_WRIST,0.4446,0.3974,-0.2915
4116,RIGHT_WRIST,0.2631,0.119,-0.0122
4116,LEFT_PINKY,0.4498,0.3851,-0.3409
4116,RIGHT_PINKY,0.2568,0.1016,-0.048
4116,LEFT_INDEX,0.4433,0.372,-0.3537
4116,RIGHT_INDEX,0.2622,0.0994,-0.051
4116,LEFT_THUMB,0.4394,0.3774,-0.3059
4116,RIGHT_THUMB,0.2651,0.1068,-0.0227
4116,LEFT_HIP,0.3952,0.5585,-0.0048
4116,RIGHT_HIP,0.3309,0.5591,0.005
4116,LEFT_KNEE,0.393,0.7238,-0.0142
4116,RIGHT_KNEE,0.3293,0.7264,-0.0252
4116,LEFT_ANKLE,0.3908,0.8872,0.1246
4116,RIGHT_ANKLE,0.3317,0.8903,0.1106
4116,LEFT_HEEL,0.3866,0.9057,0.1304
4116,RIGHT_HEEL,0.3377,0.9108,0.1142
4116,LEFT_FOOT_INDEX,0.3926,0.9517,-0.0351
4116,RIGHT_FOOT_INDEX,0.3152,0.9542,-0.0474
4117,NOSE,0.3617,0.2676,-0.1393
4117,LEFT_EYE_INNER,0.3682,0.254,-0.1178
4117,LEFT_EYE,0.3719,0.2542,-0.1178
4117,LEFT_EYE_OUTER,0.3755,0.2544,-0.1179
4117,RIGHT_EYE_INNER,0.3564,0.2524,-0.1146
4117,RIGHT_EYE,0.3519,0.2516,-0.1146
4117,RIGHT_EYE_OUTER,0.348,0.2509,-0.1145
4117,LEFT_EAR,0.3801,0.2571,0.0066
4117,RIGHT_EAR,0.3447,0.2506,0.0225
4117,MOUTH_LEFT,0.3678,0.2817,-0.0928
4117,MOUTH_RIGHT,0.3536,0.2792,-0.0883
4117,LEFT_SHOULDER,0.4128,0.3383,0.0529
4117,RIGHT_SHOULDER,0.3153,0.2973,0.0731
4117,LEFT_ELBOW,0.4319,0.4332,-0.0719
4117,RIGHT_ELBOW,0.2706,0.2214,0.0283
4117,LEFT_WRIST,0.4446,0.3974,-0.2734
4117,RIGHT_WRIST,0.2632,0.1191,-0.0061
4117,LEFT_PINKY,0.4498,0.3851,-0.3216
4117,RIGHT_PINKY,0.2568,0.1016,-0.0416
4117,LEFT_INDEX,0.4434,0.372,-0.3352
4117,RIGHT_INDEX,0.2622,0.0994,-0.0448
4117,LEFT_THUMB,0.4395,0.3774,-0.2878
4117,RIGHT_THUMB,0.2651,0.1069,-0.0167
4117,LEFT_HIP,0.3952,0.5585,-0.0048
4117,RIGHT_HIP,0.3309,0.5591,0.005
4117,LEFT_KNEE,0.393,0.7238,-0.0142
4117,RIGHT_KNEE,0.3293,0.7264,-0.0252
4117,LEFT_ANKLE,0.3908,0.8872,0.1247
4117,RIGHT_ANKLE,0.3317,0.8904,0.1108
4117,LEFT_HEEL,0.3866,0.9057,0.1306
4117,RIGHT_HEEL,0.3376,0.9108,0.1144
4117,LEFT_FOOT_INDEX,0.3926,0.9516,-0.0344
4117,RIGHT_FOOT_INDEX,0.3152,0.9542,-0.0472
4118,NOSE,0.3616,0.2676,-0.1393
4118,LEFT_EYE_INNER,0.3682,0.254,-0.1178
4118,LEFT_EYE,0.3719,0.2542,-0.1179
4118,LEFT_EYE_OUTER,0.3755,0.2544,-0.1179
4118,RIGHT_EYE_INNER,0.3564,0.2524,-0.1146
4118,RIGHT_EYE,0.3519,0.2516,-0.1146
4118,RIGHT_EYE_OUTER,0.348,0.2509,-0.1145
4118,LEFT_EAR,0.3801,0.2572,0.0065
4118,RIGHT_EAR,0.3446,0.2507,0.0225
4118,MOUTH_LEFT,0.3678,0.2818,-0.0928
4118,MOUTH_RIGHT,0.3536,0.2793,-0.0883
4118,LEFT_SHOULDER,0.4128,0.3383,0.0529
4118,RIGHT_SHOULDER,0.3153,0.2973,0.073
4118,LEFT_ELBOW,0.4319,0.4332,-0.0728
4118,RIGHT_ELBOW,0.2707,0.2215,0.0279
4118,LEFT_WRIST,0.4446,0.3974,-0.2776
4118,RIGHT_WRIST,0.2632,0.1191,-0.0066
4118,LEFT_PINKY,0.4498,0.3851,-0.3263
4118,RIGHT_PINKY,0.2568,0.1016,-0.0423
4118,LEFT_INDEX,0.4434,0.372,-0.3395
4118,RIGHT_INDEX,0.2622,0.0995,-0.0454
4118,LEFT_THUMB,0.4395,0.3774,-0.2921
4118,RIGHT_THUMB,0.2651,0.1069,-0.0173
4118,LEFT_HIP,0.3952,0.5585,-0.0048
4118,RIGHT_HIP,0.3309,0.5591,0.005
4118,LEFT_KNEE,0.393,0.7238,-0.0142
4118,RIGHT_KNEE,0.3293,0.7264,-0.0252
4118,LEFT_ANKLE,0.3908,0.8872,0.1247
4118,RIGHT_ANKLE,0.3317,0.8904,0.1109
4118,LEFT_HEEL,0.3866,0.9058,0.1307
4118,RIGHT_HEEL,0.3376,0.9108,0.1146
4118,LEFT_FOOT_INDEX,0.3926,0.9516,-0.0344
4118,RIGHT_FOOT_INDEX,0.3152,0.9542,-0.0469
4119,NOSE,0.3616,0.2677,-0.1393
4119,LEFT_EYE_INNER,0.3682,0.254,-0.1178
4119,LEFT_EYE,0.3719,0.2542,-0.1178
4119,LEFT_EYE_OUTER,0.3755,0.2544,-0.1179
4119,RIGHT_EYE_INNER,0.3564,0.2524,-0.1146
4119,RIGHT_EYE,0.3519,0.2516,-0.1146
4119,RIGHT_EYE_OUTER,0.348,0.2509,-0.1145
4119,LEFT_EAR,0.3801,0.2572,0.0066
4119,RIGHT_EAR,0.3446,0.2507,0.0225
4119,MOUTH_LEFT,0.3678,0.2818,-0.0928
4119,MOUTH_RIGHT,0.3535,0.2793,-0.0883
4119,LEFT_SHOULDER,0.4128,0.3383,0.0529
4119,RIGHT_SHOULDER,0.3153,0.2973,0.073
4119,LEFT_ELBOW,0.4319,0.4332,-0.0734
4119,RIGHT_ELBOW,0.2707,0.2215,0.0276
4119,LEFT_WRIST,0.4446,0.3973,-0.2798
4119,RIGHT_WRIST,0.2632,0.1191,-0.0071
4119,LEFT_PINKY,0.4498,0.3851,-0.3286
4119,RIGHT_PINKY,0.2567,0.1016,-0.0428
4119,LEFT_INDEX,0.4434,0.372,-0.3417
4119,RIGHT_INDEX,0.2621,0.0995,-0.0459
4119,LEFT_THUMB,0.4395,0.3774,-0.2942
4119,RIGHT_THUMB,0.2651,0.1069,-0.0177
4119,LEFT_HIP,0.3952,0.5585,-0.0048
4119,RIGHT_HIP,0.3309,0.5591,0.005
4119,LEFT_KNEE,0.393,0.7238,-0.0142
4119,RIGHT_KNEE,0.3293,0.7264,-0.0251
4119,LEFT_ANKLE,0.3909,0.8872,0.1247
4119,RIGHT_ANKLE,0.3317,0.8904,0.111
4119,LEFT_HEEL,0.3866,0.9058,0.1307
4119,RIGHT_HEEL,0.3376,0.9109,0.1146
4119,LEFT_FOOT_INDEX,0.3926,0.9517,-0.0344
4119,RIGHT_FOOT_INDEX,0.3152,0.9542,-0.0468
4120,NOSE,0.3616,0.2677,-0.1393
4120,LEFT_EYE_INNER,0.3682,0.254,-0.1178
4120,LEFT_EYE,0.3719,0.2542,-0.1178
4120,LEFT_EYE_OUTER,0.3755,0.2544,-0.1179
4120,RIGHT_EYE_INNER,0.3564,0.2524,-0.1146
4120,RIGHT_EYE,0.3519,0.2517,-0.1146
4120,RIGHT_EYE_OUTER,0.348,0.2509,-0.1145
4120,LEFT_EAR,0.3801,0.2572,0.0066
4120,RIGHT_EAR,0.3446,0.2507,0.0226
4120,MOUTH_LEFT,0.3678,0.2818,-0.0928
4120,MOUTH_RIGHT,0.3535,0.2793,-0.0882
4120,LEFT_SHOULDER,0.4128,0.3383,0.053
4120,RIGHT_SHOULDER,0.3153,0.2973,0.073
4120,LEFT_ELBOW,0.4319,0.4332,-0.0738
4120,RIGHT_ELBOW,0.2707,0.2215,0.0274
4120,LEFT_WRIST,0.4446,0.3973,-0.2812
4120,RIGHT_WRIST,0.2632,0.1191,-0.0075
4120,LEFT_PINKY,0.4498,0.3851,-0.3301
4120,RIGHT_PINKY,0.2567,0.1016,-0.0431
4120,LEFT_INDEX,0.4434,0.372,-0.3431
4120,RIGHT_INDEX,0.2621,0.0995,-0.0462
4120,LEFT_THUMB,0.4395,0.3774,-0.2956
4120,RIGHT_THUMB,0.2651,0.1069,-0.0181
4120,LEFT_HIP,0.3952,0.5585,-0.0048
4120,RIGHT_HIP,0.3309,0.5591,0.005
4120,LEFT_KNEE,0.393,0.7238,-0.0142
4120,RIGHT_KNEE,0.3293,0.7264,-0.0251
4120,LEFT_ANKLE,0.3909,0.8872,0.1247
4120,RIGHT_ANKLE,0.3317,0.8904,0.111
4120,LEFT_HEEL,0.3866,0.9058,0.1307
4120,RIGHT_HEEL,0.3376,0.9109,0.1146
4120,LEFT_FOOT_INDEX,0.3926,0.9517,-0.0344
4120,RIGHT_FOOT_INDEX,0.3152,0.9542,-0.0467
4121,NOSE,0.3616,0.2677,-0.1393
4121,LEFT_EYE_INNER,0.3682,0.2541,-0.1178
4121,LEFT_EYE,0.3719,0.2543,-0.1178
4121,LEFT_EYE_OUTER,0.3755,0.2544,-0.1179
4121,RIGHT_EYE_INNER,0.3564,0.2524,-0.1146
4121,RIGHT_EYE,0.3519,0.2517,-0.1146
4121,RIGHT_EYE_OUTER,0.348,0.251,-0.1145
4121,LEFT_EAR,0.3801,0.2572,0.0066
4121,RIGHT_EAR,0.3446,0.2507,0.0226
4121,MOUTH_LEFT,0.3678,0.2818,-0.0928
4121,MOUTH_RIGHT,0.3535,0.2793,-0.0883
4121,LEFT_SHOULDER,0.4128,0.3383,0.053
4121,RIGHT_SHOULDER,0.3153,0.2973,0.0729
4121,LEFT_ELBOW,0.4319,0.4332,-0.0741
4121,RIGHT_ELBOW,0.2708,0.2215,0.0273
4121,LEFT_WRIST,0.4446,0.3973,-0.282
4121,RIGHT_WRIST,0.2632,0.1191,-0.0077
4121,LEFT_PINKY,0.4498,0.3851,-0.331
4121,RIGHT_PINKY,0.2567,0.1016,-0.0434
4121,LEFT_INDEX,0.4434,0.372,-0.344
4121,RIGHT_INDEX,0.2621,0.0995,-0.0465
4121,LEFT_THUMB,0.4395,0.3774,-0.2964
4121,RIGHT_THUMB,0.2651,0.1069,-0.0183
4121,LEFT_HIP,0.3952,0.5585,-0.0048
4121,RIGHT_HIP,0.3309,0.5591,0.005
4121,LEFT_KNEE,0.393,0.7238,-0.0142
4121,RIGHT_KNEE,0.3293,0.7264,-0.0251
4121,LEFT_ANKLE,0.3909,0.8872,0.1247
4121,RIGHT_ANKLE,0.3317,0.8905,0.1112
4121,LEFT_HEEL,0.3866,0.9058,0.1307
4121,RIGHT_HEEL,0.3376,0.9109,0.1148
4121,LEFT_FOOT_INDEX,0.3926,0.9517,-0.0344
4121,RIGHT_FOOT_INDEX,0.3153,0.9542,-0.0464
4122,NOSE,0.3616,0.2677,-0.1393
4122,LEFT_EYE_INNER,0.3681,0.2541,-0.1178
4122,LEFT_EYE,0.3719,0.2543,-0.1178
4122,LEFT_EYE_OUTER,0.3755,0.2544,-0.1179
4122,RIGHT_EYE_INNER,0.3564,0.2524,-0.1146
4122,RIGHT_EYE,0.3519,0.2517,-0.1146
4122,RIGHT_EYE_OUTER,0.348,0.251,-0.1145
4122,LEFT_EAR,0.3801,0.2572,0.0066
4122,RIGHT_EAR,0.3446,0.2507,0.0226
4122,MOUTH_LEFT,0.3678,0.2818,-0.0928
4122,MOUTH_RIGHT,0.3535,0.2793,-0.0883
4122,LEFT_SHOULDER,0.4128,0.3383,0.053
4122,RIGHT_SHOULDER,0.3153,0.2973,0.0729
4122,LEFT_ELBOW,0.4319,0.4332,-0.0743
4122,RIGHT_ELBOW,0.2708,0.2215,0.0272
4122,LEFT_WRIST,0.4445,0.3973,-0.2826
4122,RIGHT_WRIST,0.2632,0.1191,-0.0079
4122,LEFT_PINKY,0.4498,0.3851,-0.3316
4122,RIGHT_PINKY,0.2567,0.1016,-0.0436
4122,LEFT_INDEX,0.4434,0.372,-0.3445
4122,RIGHT_INDEX,0.2621,0.0995,-0.0466
4122,LEFT_THUMB,0.4395,0.3774,-0.297
4122,RIGHT_THUMB,0.2651,0.1069,-0.0185
4122,LEFT_HIP,0.3952,0.5586,-0.0048
4122,RIGHT_HIP,0.3309,0.5591,0.005
4122,LEFT_KNEE,0.393,0.7238,-0.0142
4122,RIGHT_KNEE,0.3293,0.7264,-0.0251
4122,LEFT_ANKLE,0.3909,0.8872,0.1247
4122,RIGHT_ANKLE,0.3317,0.8905,0.1113
4122,LEFT_HEEL,0.3866,0.9058,0.1307
4122,RIGHT_HEEL,0.3376,0.911,0.1149
4122,LEFT_FOOT_INDEX,0.3926,0.9517,-0.0344
4122,RIGHT_FOOT_INDEX,0.3153,0.9542,-0.0463
4123,NOSE,0.3616,0.2677,-0.1393
4123,LEFT_EYE_INNER,0.3681,0.2541,-0.1178
4123,LEFT_EYE,0.3719,0.2543,-0.1178
4123,LEFT_EYE_OUTER,0.3755,0.2545,-0.1179
4123,RIGHT_EYE_INNER,0.3564,0.2524,-0.1145
4123,RIGHT_EYE,0.3519,0.2517,-0.1145
4123,RIGHT_EYE_OUTER,0.348,0.251,-0.1145
4123,LEFT_EAR,0.3801,0.2572,0.0066
4123,RIGHT_EAR,0.3446,0.2507,0.0226
4123,MOUTH_LEFT,0.3678,0.2818,-0.0928
4123,MOUTH_RIGHT,0.3535,0.2793,-0.0882
4123,LEFT_SHOULDER,0.4128,0.3382,0.053
4123,RIGHT_SHOULDER,0.3153,0.2974,0.0729
4123,LEFT_ELBOW,0.4319,0.4332,-0.0744
4123,RIGHT_ELBOW,0.2708,0.2215,0.0271
4123,LEFT_WRIST,0.4445,0.3973,-0.2828
4123,RIGHT_WRIST,0.2632,0.1191,-0.0079
4123,LEFT_PINKY,0.4498,0.3851,-0.3319
4123,RIGHT_PINKY,0.2567,0.1017,-0.0436
4123,LEFT_INDEX,0.4434,0.372,-0.3448
4123,RIGHT_INDEX,0.2621,0.0995,-0.0467
4123,LEFT_THUMB,0.4395,0.3774,-0.2972
4123,RIGHT_THUMB,0.2651,0.1069,-0.0185
4123,LEFT_HIP,0.3952,0.5586,-0.0048
4123,RIGHT_HIP,0.3309,0.5591,0.005
4123,LEFT_KNEE,0.393,0.7238,-0.0142
4123,RIGHT_KNEE,0.3293,0.7264,-0.0251
4123,LEFT_ANKLE,0.3909,0.8872,0.1247
4123,RIGHT_ANKLE,0.3317,0.8905,0.1113
4123,LEFT_HEEL,0.3866,0.9059,0.1307
4123,RIGHT_HEEL,0.3376,0.911,0.1149
4123,LEFT_FOOT_INDEX,0.3926,0.9517,-0.0344
4123,RIGHT_FOOT_INDEX,0.3153,0.9543,-0.0462
4124,NOSE,0.3616,0.2677,-0.1392
4124,LEFT_EYE_INNER,0.3681,0.2541,-0.1177
4124,LEFT_EYE,0.3719,0.2543,-0.1177
4124,LEFT_EYE_OUTER,0.3755,0.2545,-0.1178
4124,RIGHT_EYE_INNER,0.3564,0.2525,-0.1145
4124,RIGHT_EYE,0.3519,0.2517,-0.1145
4124,RIGHT_EYE_OUTER,0.348,0.251,-0.1144
4124,LEFT_EAR,0.38,0.2573,0.0067
4124,RIGHT_EAR,0.3446,0.2507,0.0227
4124,MOUTH_LEFT,0.3678,0.2819,-0.0927
4124,MOUTH_RIGHT,0.3535,0.2793,-0.0882
4124,LEFT_SHOULDER,0.4127,0.3382,0.053
4124,RIGHT_SHOULDER,0.3153,0.2974,0.073
4124,LEFT_ELBOW,0.4319,0.4332,-0.0745
4124,RIGHT_ELBOW,0.2708,0.2215,0.0272
4124,LEFT_WRIST,0.4445,0.3973,-0.2828
4124,RIGHT_WRIST,0.2632,0.1191,-0.0079
4124,LEFT_PINKY,0.4498,0.3851,-0.3318
4124,RIGHT_PINKY,0.2567,0.1017,-0.0435
4124,LEFT_INDEX,0.4434,0.372,-0.3447
4124,RIGHT_INDEX,0.2621,0.0995,-0.0466
4124,LEFT_THUMB,0.4395,0.3774,-0.2971
4124,RIGHT_THUMB,0.265,0.107,-0.0184
4124,LEFT_HIP,0.3952,0.5586,-0.0048
4124,RIGHT_HIP,0.3309,0.5591,0.005
4124,LEFT_KNEE,0.393,0.7238,-0.0142
4124,RIGHT_KNEE,0.3293,0.7264,-0.025
4124,LEFT_ANKLE,0.3909,0.8872,0.1248
4124,RIGHT_ANKLE,0.3317,0.8905,0.1113
4124,LEFT_HEEL,0.3866,0.9059,0.1307
4124,RIGHT_HEEL,0.3376,0.911,0.115
4124,LEFT_FOOT_INDEX,0.3926,0.9517,-0.0344
4124,RIGHT_FOOT_INDEX,0.3153,0.9543,-0.0462
4125,NOSE,0.3616,0.2677,-0.1392
4125,LEFT_EYE_INNER,0.3681,0.2541,-0.1177
4125,LEFT_EYE,0.3719,0.2543,-0.1177
4125,LEFT_EYE_OUTER,0.3755,0.2545,-0.1178
4125,RIGHT_EYE_INNER,0.3564,0.2525,-0.1145
4125,RIGHT_EYE,0.3519,0.2517,-0.1145
4125,RIGHT_EYE_OUTER,0.348,0.251,-0.1144
4125,LEFT_EAR,0.38,0.2573,0.0067
4125,RIGHT_EAR,0.3446,0.2507,0.0227
4125,MOUTH_LEFT,0.3677,0.2819,-0.0927
4125,MOUTH_RIGHT,0.3535,0.2794,-0.0882
4125,LEFT_SHOULDER,0.4127,0.3382,0.0531
4125,RIGHT_SHOULDER,0.3153,0.2974,0.073
4125,LEFT_ELBOW,0.4319,0.4332,-0.0745
4125,RIGHT_ELBOW,0.2708,0.2215,0.0271
4125,LEFT_WRIST,0.4445,0.3973,-0.2828
4125,RIGHT_WRIST,0.2632,0.1191,-0.0079
4125,LEFT_PINKY,0.4498,0.3851,-0.3318
4125,RIGHT_PINKY,0.2567,0.1017,-0.0436
4125,LEFT_INDEX,0.4434,0.372,-0.3447
4125,RIGHT_INDEX,0.2621,0.0995,-0.0466
4125,LEFT_THUMB,0.4395,0.3774,-0.2971
4125,RIGHT_THUMB,0.265,0.107,-0.0185
4125,LEFT_HIP,0.3952,0.5586,-0.0048
4125,RIGHT_HIP,0.3309,0.5591,0.005
4125,LEFT_KNEE,0.393,0.7238,-0.0142
4125,RIGHT_KNEE,0.3293,0.7264,-0.025
4125,LEFT_ANKLE,0.3909,0.8873,0.1248
4125,RIGHT_ANKLE,0.3317,0.8906,0.1114
4125,LEFT_HEEL,0.3866,0.9059,0.1307
4125,RIGHT_HEEL,0.3376,0.9111,0.115
4125,LEFT_FOOT_INDEX,0.3926,0.9517,-0.0344
4125,RIGHT_FOOT_INDEX,0.3153,0.9543,-0.0461
4126,NOSE,0.3615,0.2678,-0.1607
4126,LEFT_EYE_INNER,0.3681,0.2541,-0.1372
4126,LEFT_EYE,0.3718,0.2543,-0.1372
4126,LEFT_EYE_OUTER,0.3754,0.2545,-0.1373
4126,RIGHT_EYE_INNER,0.3563,0.2524,-0.1343
4126,RIGHT_EYE,0.3519,0.2517,-0.1343
4126,RIGHT_EYE_OUTER,0.3479,0.251,-0.1342
4126,LEFT_EAR,0.38,0.2572,-0.0053
4126,RIGHT_EAR,0.3445,0.2507,0.0097
4126,MOUTH_LEFT,0.3677,0.2819,-0.112
4126,MOUTH_RIGHT,0.3535,0.2794,-0.1078
4126,LEFT_SHOULDER,0.4128,0.3382,0.0449
4126,RIGHT_SHOULDER,0.3153,0.2976,0.057
4126,LEFT_ELBOW,0.432,0.436,-0.1066
4126,RIGHT_ELBOW,0.2688,0.224,-0.0051
4126,LEFT_WRIST,0.4445,0.3994,-0.3544
